기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2019.3/4	성북구	안암동	계	17,877	287	267	340	823	3,819	2,839	1,379	1,034	833	1,070	1,147	1,050	861	601	560	475	309	124	34	12	13
2019.3/4	성북구	안암동	한국인	15,488	265	255	333	654	2,417	2,452	1,232	946	786	1,039	1,114	1,025	848	599	557	475	309	124	34	12	12
2019.3/4	성북구	안암동	외국인	2,389	22	12	7	169	1,402	387	147	88	47	31	33	25	13	2	3	-	-	-	-	-	1
2019.3/4	성북구	보문동	계	16,839	579	509	445	653	1,302	1,736	1,422	1,481	1,177	1,433	1,400	1,263	1,092	752	583	474	313	140	52	17	16
2019.3/4	성북구	보문동	한국인	16,484	568	502	442	646	1,228	1,688	1,382	1,449	1,152	1,408	1,368	1,237	1,078	743	581	474	313	140	52	17	16
2019.3/4	성북구	보문동	외국인	355	11	7	3	7	74	48	40	32	25	25	32	26	14	9	2	-	-	-	-	-	-
2019.3/4	성북구	정릉1동	계	19,484	704	832	880	1,091	1,491	1,238	1,236	1,592	1,575	1,829	1,480	1,405	1,203	913	762	637	363	175	53	10	15
2019.3/4	성북구	정릉1동	한국인	18,964	701	830	878	1,036	1,198	1,180	1,209	1,574	1,556	1,812	1,470	1,399	1,199	908	762	637	363	175	53	9	15
2019.3/4	성북구	정릉1동	외국인	520	3	2	2	55	293	58	27	18	19	17	10	6	4	5	-	-	-	-	-	1	-
2019.3/4	성북구	정릉2동	계	23,974	787	882	859	1,238	1,757	1,578	1,408	1,806	1,696	2,106	1,899	1,921	1,911	1,348	1,060	866	542	194	85	14	17
2019.3/4	성북구	정릉2동	한국인	23,684	786	879	857	1,215	1,632	1,544	1,381	1,794	1,685	2,096	1,891	1,907	1,902	1,344	1,058	863	540	194	85	14	17
2019.3/4	성북구	정릉2동	외국인	290	1	3	2	23	125	34	27	12	11	10	8	14	9	4	2	3	2	-	-	-	-
2019.3/4	성북구	정릉3동	계	17,388	422	364	395	936	2,490	1,656	1,178	1,005	910	1,209	1,249	1,195	1,221	908	799	712	453	168	87	22	9
2019.3/4	성북구	정릉3동	한국인	15,814	411	361	392	736	1,583	1,407	1,081	968	885	1,189	1,235	1,189	1,220	908	799	711	453	168	87	22	9
2019.3/4	성북구	정릉3동	외국인	1,574	11	3	3	200	907	249	97	37	25	20	14	6	1	-	-	1	-	-	-	-	-
2019.3/4	성북구	정릉4동	계	26,898	891	1,073	1,034	1,373	1,835	1,653	1,604	2,106	2,017	2,508	2,160	2,085	1,988	1,468	1,197	988	565	214	98	23	18
2019.3/4	성북구	정릉4동	한국인	26,493	888	1,070	1,032	1,329	1,671	1,595	1,578	2,080	2,006	2,489	2,139	2,071	1,979	1,466	1,197	987	564	213	98	23	18
2019.3/4	성북구	정릉4동	외국인	405	3	3	2	44	164	58	26	26	11	19	21	14	9	2	-	1	1	1	-	-	-
2019.3/4	성북구	길음1동	계	37,263	1,642	2,737	2,605	2,294	1,906	1,657	1,882	3,404	3,998	4,194	2,709	2,097	1,897	1,279	1,133	925	531	232	83	33	25
2019.3/4	성북구	길음1동	한국인	37,045	1,638	2,725	2,600	2,284	1,863	1,646	1,859	3,375	3,974	4,172	2,699	2,090	1,889	1,272	1,132	924	530	232	83	33	25
2019.3/4	성북구	길음1동	외국인	218	4	12	5	10	43	11	23	29	24	22	10	7	8	7	1	1	1	-	-	-	-
2019.3/4	성북구	길음2동	계	16,545	674	710	608	779	1,059	1,114	1,161	1,424	1,291	1,558	1,344	1,296	1,164	829	583	472	287	116	46	11	19
2019.3/4	성북구	길음2동	한국인	16,400	672	708	606	779	1,011	1,098	1,140	1,410	1,282	1,553	1,332	1,290	1,157	829	582	472	287	116	46	11	19
2019.3/4	성북구	길음2동	외국인	145	2	2	2	-	48	16	21	14	9	5	12	6	7	-	1	-	-	-	-	-	-
2019.3/4	성북구	월곡1동	계	27,698	981	1,358	1,414	1,360	1,489	1,673	1,569	2,190	2,254	2,657	2,194	2,143	2,028	1,401	1,153	956	540	224	70	21	23
2019.3/4	성북구	월곡1동	한국인	27,492	977	1,353	1,413	1,356	1,480	1,648	1,538	2,158	2,232	2,638	2,176	2,117	2,021	1,399	1,153	955	540	224	70	21	23
2019.3/4	성북구	월곡1동	외국인	206	4	5	1	4	9	25	31	32	22	19	18	26	7	2	-	1	-	-	-	-	-
2019.3/4	성북구	월곡2동	계	20,571	606	703	694	850	1,754	1,974	1,453	1,538	1,362	1,682	1,557	1,550	1,479	1,063	838	725	443	198	75	15	12
2019.3/4	성북구	월곡2동	한국인	20,009	578	689	689	841	1,637	1,848	1,352	1,486	1,333	1,657	1,527	1,541	1,469	1,059	838	724	442	197	75	15	12
2019.3/4	성북구	월곡2동	외국인	562	28	14	5	9	117	126	101	52	29	25	30	9	10	4	-	1	1	1	-	-	-
2019.3/4	성북구	장위1동	계	20,857	469	599	691	1,036	1,546	1,509	1,284	1,291	1,386	1,780	1,994	2,007	1,693	1,178	916	771	442	177	62	12	14
2019.3/4	성북구	장위1동	한국인	20,645	462	596	688	1,033	1,533	1,476	1,248	1,263	1,359	1,760	1,983	1,995	1,683	1,175	915	770	442	176	62	12	14
2019.3/4	성북구	장위1동	외국인	212	7	3	3	3	13	33	36	28	27	20	11	12	10	3	1	1	-	1	-	-	-
2019.3/4	성북구	장위2동	계	14,207	269	348	424	609	909	940	808	876	876	1,240	1,295	1,342	1,221	977	793	654	372	156	51	21	26
2019.3/4	성북구	장위2동	한국인	13,963	261	339	414	607	881	900	773	849	858	1,216	1,281	1,324	1,219	970	792	653	372	156	51	21	26
2019.3/4	성북구	장위2동	외국인	244	8	9	10	2	28	40	35	27	18	24	14	18	2	7	1	1	-	-	-	-	-
2019.3/4	성북구	장위3동	계	13,710	534	609	527	710	859	848	809	1,124	1,022	1,212	1,159	1,181	1,042	688	566	441	242	85	30	10	12
2019.3/4	성북구	장위3동	한국인	13,502	530	605	526	702	815	807	771	1,100	1,012	1,202	1,151	1,172	1,035	688	566	441	242	85	30	10	12
2019.3/4	성북구	장위3동	외국인	208	4	4	1	8	44	41	38	24	10	10	8	9	7	-	-	-	-	-	-	-	-
2019.3/4	성북구	성북동	계	17,671	402	522	583	779	1,280	1,617	1,396	1,341	1,184	1,603	1,418	1,406	1,144	826	732	663	428	213	87	32	15
2019.3/4	성북구	성북동	한국인	17,111	395	505	561	755	1,207	1,560	1,315	1,285	1,142	1,555	1,369	1,356	1,129	818	729	658	427	211	87	32	15
2019.3/4	성북구	성북동	외국인	560	7	17	22	24	73	57	81	56	42	48	49	50	15	8	3	5	1	2	-	-	-
2019.3/4	성북구	삼선동	계	26,599	566	804	926	1,327	2,373	2,601	1,980	1,930	1,816	2,408	2,119	2,000	1,714	1,128	1,050	906	588	227	82	25	29
2019.3/4	성북구	삼선동	한국인	25,962	559	798	923	1,278	2,113	2,512	1,912	1,881	1,795	2,386	2,100	1,982	1,700	1,124	1,046	904	586	227	82	25	29
2019.3/4	성북구	삼선동	외국인	637	7	6	3	49	260	89	68	49	21	22	19	18	14	4	4	2	2	-	-	-	-
2019.3/4	성북구	동선동	계	16,460	297	356	389	734	2,562	2,378	1,515	1,150	989	1,167	968	936	822	605	578	510	291	128	53	16	16
2019.3/4	성북구	동선동	한국인	15,511	292	349	387	672	1,994	2,226	1,461	1,129	983	1,148	957	920	815	600	575	505	288	125	53	16	16
2019.3/4	성북구	동선동	외국인	949	5	7	2	62	568	152	54	21	6	19	11	16	7	5	3	5	3	3	-	-	-
2019.3/4	성북구	종암동	계	42,391	1,310	1,764	1,821	2,248	3,798	3,408	2,572	3,073	3,127	3,769	3,358	3,162	2,702	1,799	1,555	1,332	932	401	168	52	40
2019.3/4	성북구	종암동	한국인	40,496	1,295	1,751	1,818	2,092	2,870	2,998	2,432	3,013	3,091	3,731	3,318	3,129	2,687	1,797	1,552	1,329	932	401	168	52	40
2019.3/4	성북구	종암동	외국인	1,895	15	13	3	156	928	410	140	60	36	38	40	33	15	2	3	3	-	-	-	-	-
2019.3/4	성북구	석관동	계	36,558	1,071	1,134	1,060	1,415	2,665	2,855	2,424	2,861	2,364	3,093	2,974	3,239	2,967	2,079	1,688	1,430	818	275	101	28	17
2019.3/4	성북구	석관동	한국인	35,615	1,040	1,111	1,043	1,400	2,401	2,701	2,309	2,789	2,317	3,055	2,916	3,175	2,939	2,070	1,684	1,429	816	274	101	28	17
2019.3/4	성북구	석관동	외국인	943	31	23	17	15	264	154	115	72	47	38	58	64	28	9	4	1	2	1	-	-	-
2019.3/4	강북구	소계	계	317,875	7,891	9,969	10,386	13,742	21,034	23,440	19,414	22,727	22,064	27,499	26,778	27,692	25,431	18,426	16,088	13,352	7,482	2,848	1,061	315	236
2019.3/4	강북구	소계	한국인	314,090	7,808	9,904	10,358	13,666	20,433	22,904	18,928	22,365	21,794	27,223	26,439	27,309	25,257	18,372	16,059	13,342	7,478	2,844	1,059	314	234
2019.3/4	강북구	소계	외국인	3,785	83	65	28	76	601	536	486	362	270	276	339	383	174	54	29	10	4	4	2	1	2
2019.3/4	강북구	번1동	계	19,815	396	434	488	718	1,548	1,946	1,506	1,553	1,447	1,643	1,598	1,630	1,509	1,020	1,010	727	419	140	57	19	7
2019.3/4	강북구	번1동	한국인	19,383	385	427	485	711	1,444	1,885	1,461	1,514	1,411	1,618	1,568	1,596	1,490	1,015	1,005	726	419	140	57	19	7
2019.3/4	강북구	번1동	외국인	432	11	7	3	7	104	61	45	39	36	25	30	34	19	5	5	1	-	-	-	-	-
2019.3/4	강북구	번2동	계	17,307	395	477	496	728	1,108	1,112	916	1,182	1,154	1,529	1,401	1,544	1,466	1,156	1,086	878	423	186	53	12	5
2019.3/4	강북구	번2동	한국인	17,181	391	474	493	726	1,100	1,096	901	1,170	1,150	1,504	1,390	1,531	1,461	1,153	1,085	877	423	186	53	12	5
2019.3/4	강북구	번2동	외국인	126	4	3	3	2	8	16	15	12	4	25	11	13	5	3	1	1	-	-	-	-	-
2019.3/4	강북구	번3동	계	18,506	456	624	656	891	1,108	1,017	820	1,189	1,322	1,616	1,410	1,507	1,418	1,235	1,344	1,137	493	176	55	21	11
2019.3/4	강북구	번3동	한국인	18,421	456	624	656	891	1,097	1,006	803	1,181	1,314	1,612	1,397	1,503	1,411	1,234	1,343	1,137	493	176	55	21	11
2019.3/4	강북구	번3동	외국인	85	-	-	-	-	11	11	17	8	8	4	13	4	7	1	1	-	-	-	-	-	-
2019.3/4	강북구	수유1동	계	21,961	552	628	642	864	1,440	1,810	1,434	1,539	1,432	1,739	1,865	2,055	1,800	1,313	1,076	882	530	222	78	25	35
2019.3/4	강북구	수유1동	한국인	21,681	548	626	640	861	1,404	1,771	1,388	1,505	1,417	1,724	1,836	2,024	1,781	1,309	1,075	882	530	222	78	25	35
2019.3/4	강북구	수유1동	외국인	280	4	2	2	3	36	39	46	34	15	15	29	31	19	4	1	-	-	-	-	-	-
2019.3/4	강북구	수유2동	계	22,021	562	644	633	932	1,513	1,627	1,239	1,451	1,451	1,843	1,910	1,972	1,842	1,315	1,103	1,016	587	270	88	19	4
2019.3/4	강북구	수유2동	한국인	21,883	557	642	632	930	1,488	1,612	1,227	1,439	1,432	1,836	1,897	1,963	1,830	1,314	1,101	1,016	587	270	87	19	4
2019.3/4	강북구	수유2동	외국인	138	5	2	1	2	25	15	12	12	19	7	13	9	12	1	2	-	-	-	1	-	-
2019.3/4	강북구	수유3동	계	24,277	490	501	479	785	1,906	2,484	1,865	1,891	1,532	1,952	2,088	2,081	1,926	1,335	1,147	975	553	181	66	25	15
2019.3/4	강북구	수유3동	한국인	23,899	487	496	478	778	1,829	2,415	1,818	1,860	1,507	1,927	2,060	2,042	1,913	1,330	1,145	974	553	181	66	25	15
2019.3/4	강북구	수유3동	외국인	378	3	5	1	7	77	69	47	31	25	25	28	39	13	5	2	1	-	-	-	-	-
2019.3/4	강북구	삼양동	계	25,776	697	817	905	1,288	1,630	1,694	1,483	1,893	1,705	2,288	2,274	2,310	2,114	1,535	1,223	1,009	551	211	92	27	30
2019.3/4	강북구	삼양동	한국인	25,593	694	817	905	1,283	1,605	1,662	1,452	1,871	1,687	2,277	2,264	2,294	2,105	1,534	1,223	1,009	551	211	92	27	30
2019.3/4	강북구	삼양동	외국인	183	3	-	-	5	25	32	31	22	18	11	10	16	9	1	-	-	-	-	-	-	-
2019.3/4	강북구	미아동	계	22,987	426	555	618	883	1,839	2,089	1,576	1,584	1,451	1,851	1,928	2,072	1,906	1,316	1,086	964	551	192	70	17	13
2019.3/4	강북구	미아동	한국인	22,457	408	538	613	869	1,725	2,016	1,504	1,539	1,428	1,813	1,897	2,034	1,879	1,309	1,083	963	549	191	70	17	12
2019.3/4	강북구	미아동	외국인	530	18	17	5	14	114	73	72	45	23	38	31	38	27	7	3	1	2	1	-	-	1
2019.3/4	강북구	송중동	계	29,000	598	824	910	1,160	1,901	2,258	1,919	2,022	2,003	2,484	2,421	2,638	2,400	1,775	1,483	1,197	628	239	88	25	27
2019.3/4	강북구	송중동	한국인	28,401	578	813	903	1,141	1,803	2,175	1,854	1,970	1,966	2,442	2,356	2,578	2,376	1,765	1,479	1,197	628	238	88	25	26
2019.3/4	강북구	송중동	외국인	599	20	11	7	19	98	83	65	52	37	42	65	60	24	10	4	-	-	1	-	-	1
2019.3/4	강북구	송천동	계	28,911	596	702	790	1,127	1,769	2,181	1,739	1,964	1,856	2,369	2,664	2,794	2,611	1,799	1,517	1,267	742	264	104	36	20
2019.3/4	강북구	송천동	한국인	28,419	591	694	788	1,117	1,717	2,115	1,684	1,932	1,817	2,332	2,602	2,706	2,591	1,792	1,513	1,263	741	264	104	36	20
2019.3/4	강북구	송천동	외국인	492	5	8	2	10	52	66	55	32	39	37	62	88	20	7	4	4	1	-	-	-	-
2019.3/4	강북구	삼각산동	계	33,100	1,303	2,056	2,046	2,186	1,921	1,515	1,616	2,654	3,168	3,736	2,689	2,263	1,845	1,320	1,087	851	522	201	76	20	25
2019.3/4	강북구	삼각산동	한국인	32,961	1,299	2,052	2,045	2,184	1,912	1,502	1,595	2,629	3,155	3,723	2,678	2,252	1,839	1,317	1,085	850	522	201	76	20	25
2019.3/4	강북구	삼각산동	외국인	139	4	4	1	2	9	13	21	25	13	13	11	11	6	3	2	1	-	-	-	-	-
2019.3/4	강북구	우이동	계	21,401	579	662	655	853	1,351	1,409	1,297	1,464	1,393	1,747	1,795	1,925	1,786	1,302	1,181	1,008	602	229	100	34	29
2019.3/4	강북구	우이동	한국인	21,255	577	660	655	852	1,339	1,395	1,272	1,443	1,377	1,732	1,782	1,912	1,782	1,298	1,180	1,007	602	227	100	34	29
2019.3/4	강북구	우이동	외국인	146	2	2	-	1	12	14	25	21	16	15	13	13	4	4	1	1	-	2	-	-	-
2019.3/4	강북구	인수동	계	32,813	841	1,045	1,068	1,327	2,000	2,298	2,004	2,341	2,150	2,702	2,735	2,901	2,808	2,005	1,745	1,441	881	337	134	35	15
2019.3/4	강북구	인수동	한국인	32,556	837	1,041	1,065	1,323	1,970	2,254	1,969	2,312	2,133	2,683	2,712	2,874	2,799	2,002	1,742	1,441	880	337	133	34	15
2019.3/4	강북구	인수동	외국인	257	4	4	3	4	30	44	35	29	17	19	23	27	9	3	3	-	1	-	1	1	-
2019.3/4	도봉구	소계	계	337,594	9,427	11,683	12,113	16,178	22,181	23,870	20,451	24,140	22,857	29,051	29,084	30,264	28,225	18,700	14,826	12,184	7,307	3,353	1,236	309	155
2019.3/4	도봉구	소계	한국인	335,280	9,371	11,649	12,087	16,132	21,817	23,515	20,092	23,906	22,668	28,851	28,906	30,109	28,157	18,673	14,812	12,179	7,305	3,352	1,235	309	155
2019.3/4	도봉구	소계	외국인	2,314	56	34	26	46	364	355	359	234	189	200	178	155	68	27	14	5	2	1	1	-	-
2019.3/4	도봉구	쌍문1동	계	22,528	558	744	760	1,086	1,647	1,657	1,284	1,446	1,567	1,935	1,908	1,916	1,898	1,247	1,071	951	526	205	86	17	19
2019.3/4	도봉구	쌍문1동	한국인	22,244	555	740	759	1,079	1,534	1,609	1,254	1,428	1,547	1,923	1,897	1,905	1,894	1,246	1,070	951	526	205	86	17	19
2019.3/4	도봉구	쌍문1동	외국인	284	3	4	1	7	113	48	30	18	20	12	11	11	4	1	1	-	-	-	-	-	-
2019.3/4	도봉구	쌍문2동	계	20,133	592	591	603	943	1,290	1,526	1,290	1,604	1,303	1,647	1,676	1,773	1,720	1,136	894	737	463	226	78	26	15
2019.3/4	도봉구	쌍문2동	한국인	19,926	588	591	603	940	1,258	1,459	1,254	1,588	1,291	1,643	1,660	1,765	1,714	1,136	893	736	462	226	78	26	15
2019.3/4	도봉구	쌍문2동	외국인	207	4	-	-	3	32	67	36	16	12	4	16	8	6	-	1	1	1	-	-	-	-
2019.3/4	도봉구	쌍문3동	계	17,325	459	459	484	689	1,204	1,417	1,253	1,307	1,209	1,380	1,427	1,465	1,358	1,002	852	738	382	162	57	16	5
2019.3/4	도봉구	쌍문3동	한국인	17,146	455	457	481	685	1,177	1,394	1,226	1,296	1,192	1,363	1,409	1,450	1,353	998	851	737	382	162	57	16	5
2019.3/4	도봉구	쌍문3동	외국인	179	4	2	3	4	27	23	27	11	17	17	18	15	5	4	1	1	-	-	-	-	-
2019.3/4	도봉구	쌍문4동	계	19,946	537	800	959	1,221	1,363	1,364	1,159	1,360	1,305	1,891	1,767	1,845	1,656	929	614	532	374	168	83	15	4
2019.3/4	도봉구	쌍문4동	한국인	19,901	535	800	956	1,221	1,361	1,357	1,149	1,358	1,301	1,886	1,765	1,842	1,654	928	612	532	374	168	83	15	4
2019.3/4	도봉구	쌍문4동	외국인	45	2	-	3	-	2	7	10	2	4	5	2	3	2	1	2	-	-	-	-	-	-
2019.3/4	도봉구	방학1동	계	30,344	735	1,007	1,047	1,411	2,112	2,169	1,695	2,025	1,994	2,578	2,747	2,888	2,678	1,722	1,432	1,105	575	268	112	34	10
2019.3/4	도봉구	방학1동	한국인	30,043	733	1,004	1,045	1,400	2,030	2,132	1,659	1,994	1,979	2,556	2,721	2,871	2,668	1,718	1,430	1,104	575	268	112	34	10
2019.3/4	도봉구	방학1동	외국인	301	2	3	2	11	82	37	36	31	15	22	26	17	10	4	2	1	-	-	-	-	-
2019.3/4	도봉구	방학2동	계	21,268	487	639	640	981	1,445	1,474	1,142	1,364	1,331	1,869	1,995	1,991	1,877	1,291	1,031	897	480	218	85	16	15
2019.3/4	도봉구	방학2동	한국인	21,075	483	634	640	979	1,426	1,457	1,128	1,346	1,309	1,836	1,970	1,971	1,867	1,288	1,030	897	480	218	85	16	15
2019.3/4	도봉구	방학2동	외국인	193	4	5	-	2	19	17	14	18	22	33	25	20	10	3	1	-	-	-	-	-	-
2019.3/4	도봉구	방학3동	계	28,846	863	1,264	1,416	1,593	1,820	1,871	1,594	1,822	1,977	2,581	2,434	2,723	2,524	1,486	992	822	592	325	121	20	6
2019.3/4	도봉구	방학3동	한국인	28,770	860	1,263	1,416	1,593	1,817	1,859	1,576	1,812	1,966	2,575	2,430	2,717	2,522	1,486	992	822	592	325	121	20	6
2019.3/4	도봉구	방학3동	외국인	76	3	1	-	-	3	12	18	10	11	6	4	6	2	-	-	-	-	-	-	-	-
2019.3/4	도봉구	창1동	계	26,438	710	1,028	1,137	1,304	1,702	1,785	1,678	2,049	1,998	2,471	2,213	2,132	2,028	1,302	1,083	906	536	260	87	20	9
2019.3/4	도봉구	창1동	한국인	26,273	705	1,025	1,134	1,302	1,686	1,764	1,655	2,033	1,979	2,453	2,202	2,118	2,020	1,299	1,082	905	536	259	87	20	9
2019.3/4	도봉구	창1동	외국인	165	5	3	3	2	16	21	23	16	19	18	11	14	8	3	1	1	-	1	-	-	-
2019.3/4	도봉구	창2동	계	30,723	1,030	1,098	1,050	1,462	1,975	2,308	2,129	2,480	2,188	2,672	2,687	2,665	2,263	1,557	1,224	1,001	601	245	68	18	2
2019.3/4	도봉구	창2동	한국인	30,448	1,013	1,093	1,044	1,459	1,960	2,265	2,081	2,445	2,164	2,649	2,660	2,643	2,259	1,554	1,224	1,001	601	245	68	18	2
2019.3/4	도봉구	창2동	외국인	275	17	5	6	3	15	43	48	35	24	23	27	22	4	3	-	-	-	-	-	-	-
2019.3/4	도봉구	창3동	계	14,923	413	492	484	703	965	1,023	811	1,090	993	1,317	1,368	1,361	1,167	864	702	631	332	137	45	15	10
2019.3/4	도봉구	창3동	한국인	14,820	408	490	484	702	954	1,008	793	1,080	986	1,306	1,360	1,350	1,165	862	702	631	332	137	45	15	10
2019.3/4	도봉구	창3동	외국인	103	5	2	-	1	11	15	18	10	7	11	8	11	2	2	-	-	-	-	-	-	-
2019.3/4	도봉구	창4동	계	28,034	859	1,127	1,291	1,618	1,961	1,896	1,574	2,046	2,012	2,683	2,562	2,453	2,081	1,172	953	758	537	308	106	30	7
2019.3/4	도봉구	창4동	한국인	27,933	858	1,124	1,287	1,617	1,951	1,878	1,549	2,029	2,006	2,679	2,559	2,448	2,081	1,171	950	758	537	308	106	30	7
2019.3/4	도봉구	창4동	외국인	101	1	3	4	1	10	18	25	17	6	4	3	5	-	1	3	-	-	-	-	-	-
2019.3/4	도봉구	창5동	계	25,866	827	902	880	1,290	1,780	1,954	1,856	1,940	1,663	2,102	2,243	2,382	2,094	1,355	948	771	526	222	96	25	10
2019.3/4	도봉구	창5동	한국인	25,753	825	902	878	1,287	1,767	1,939	1,825	1,927	1,652	2,092	2,238	2,378	2,091	1,354	948	771	526	222	96	25	10
2019.3/4	도봉구	창5동	외국인	113	2	-	2	3	13	15	31	13	11	10	5	4	3	1	-	-	-	-	-	-	-
2019.3/4	도봉구	도봉1동	계	22,431	455	568	524	807	1,309	1,516	1,228	1,419	1,388	1,798	1,865	2,129	2,085	1,686	1,448	1,160	645	273	81	32	15
2019.3/4	도봉구	도봉1동	한국인	22,275	451	568	523	802	1,301	1,494	1,198	1,403	1,375	1,779	1,853	2,115	2,078	1,684	1,447	1,159	644	273	81	32	15
2019.3/4	도봉구	도봉1동	외국인	156	4	-	1	5	8	22	30	16	13	19	12	14	7	2	1	1	1	-	-	-	-
2019.3/4	도봉구	도봉2동	계	28,789	902	964	838	1,070	1,608	1,910	1,758	2,188	1,929	2,127	2,192	2,541	2,796	1,951	1,582	1,175	738	336	131	25	28
2019.3/4	도봉구	도봉2동	한국인	28,673	902	958	837	1,066	1,595	1,900	1,745	2,167	1,921	2,111	2,182	2,536	2,791	1,949	1,581	1,175	738	336	130	25	28
2019.3/4	도봉구	도봉2동	외국인	116	-	6	1	4	13	10	13	21	8	16	10	5	5	2	1	-	-	-	1	-	-
2019.3/4	노원구	소계	계	539,829	15,695	20,648	24,948	33,130	41,009	36,290	31,233	37,799	39,635	51,298	46,460	43,479	38,237	25,918	20,012	16,281	10,376	4,937	1,700	488	256
2019.3/4	노원구	소계	한국인	535,282	15,619	20,590	24,920	32,839	39,587	35,592	30,721	37,466	39,357	51,065	46,224	43,259	38,146	25,880	19,995	16,271	10,372	4,937	1,699	488	255
2019.3/4	노원구	소계	외국인	4,547	76	58	28	291	1,422	698	512	333	278	233	236	220	91	38	17	10	4	-	1	-	1
2019.3/4	노원구	월계1동	계	24,044	645	799	815	1,094	2,416	1,958	1,437	1,672	1,737	1,898	1,832	1,917	1,729	1,367	1,115	822	480	201	78	20	12
2019.3/4	노원구	월계1동	한국인	23,361	636	792	813	1,063	2,082	1,839	1,374	1,644	1,708	1,880	1,819	1,895	1,723	1,365	1,115	822	480	201	78	20	12
2019.3/4	노원구	월계1동	외국인	683	9	7	2	31	334	119	63	28	29	18	13	22	6	2	-	-	-	-	-	-	-
2019.3/4	노원구	월계2동	계	26,209	779	942	942	1,291	1,647	1,431	1,301	1,867	1,980	2,255	2,137	2,260	2,288	1,739	1,259	1,028	566	334	109	41	13
2019.3/4	노원구	월계2동	한국인	26,059	773	939	940	1,288	1,625	1,419	1,284	1,852	1,963	2,239	2,121	2,246	2,285	1,737	1,258	1,027	566	334	109	41	13
2019.3/4	노원구	월계2동	외국인	150	6	3	2	3	22	12	17	15	17	16	16	14	3	2	1	1	-	-	-	-	-
2019.3/4	노원구	월계3동	계	31,904	1,278	1,354	1,109	1,244	1,785	1,986	2,273	2,844	2,370	2,540	2,428	2,564	2,587	1,847	1,419	1,155	673	307	108	20	13
2019.3/4	노원구	월계3동	한국인	31,707	1,266	1,345	1,108	1,240	1,775	1,965	2,232	2,821	2,356	2,523	2,406	2,552	2,581	1,844	1,418	1,154	673	307	108	20	13
2019.3/4	노원구	월계3동	외국인	197	12	9	1	4	10	21	41	23	14	17	22	12	6	3	1	1	-	-	-	-	-
2019.3/4	노원구	공릉2동	계	41,184	1,388	1,816	2,202	2,718	3,875	3,040	2,524	3,051	3,186	3,796	3,247	2,980	2,536	1,644	1,242	919	599	276	103	29	13
2019.3/4	노원구	공릉2동	한국인	40,573	1,379	1,811	2,198	2,621	3,650	2,936	2,463	3,020	3,162	3,784	3,235	2,968	2,529	1,640	1,239	919	598	276	103	29	13
2019.3/4	노원구	공릉2동	외국인	611	9	5	4	97	225	104	61	31	24	12	12	12	7	4	3	-	1	-	-	-	-
2019.3/4	노원구	하계1동	계	29,814	564	747	1,353	2,489	3,637	2,292	1,444	1,493	1,761	2,835	2,676	2,495	1,979	1,280	962	793	599	289	97	22	7
2019.3/4	노원구	하계1동	한국인	29,074	562	741	1,353	2,425	3,214	2,165	1,401	1,465	1,744	2,825	2,669	2,489	1,975	1,279	961	792	599	289	97	22	7
2019.3/4	노원구	하계1동	외국인	740	2	6	-	64	423	127	43	28	17	10	7	6	4	1	1	1	-	-	-	-	-
2019.3/4	노원구	하계2동	계	23,492	622	1,003	1,428	1,670	1,774	1,535	1,256	1,425	1,827	2,483	2,124	1,978	1,412	879	752	594	438	206	61	21	4
2019.3/4	노원구	하계2동	한국인	23,429	622	1,003	1,427	1,668	1,770	1,528	1,247	1,416	1,822	2,474	2,116	1,975	1,411	878	748	594	438	206	61	21	4
2019.3/4	노원구	하계2동	외국인	63	-	-	1	2	4	7	9	9	5	9	8	3	1	1	4	-	-	-	-	-	-
2019.3/4	노원구	중계본동	계	26,161	414	1,241	2,090	2,600	2,074	1,467	870	1,153	2,129	3,308	2,730	2,069	1,446	759	622	507	409	178	61	21	13
2019.3/4	노원구	중계본동	한국인	26,090	414	1,240	2,090	2,597	2,070	1,460	862	1,141	2,123	3,296	2,727	2,061	1,442	756	622	507	409	178	61	21	13
2019.3/4	노원구	중계본동	외국인	71	-	1	-	3	4	7	8	12	6	12	3	8	4	3	-	-	-	-	-	-	-
2019.3/4	노원구	중계1동	계	28,152	430	1,546	2,888	3,104	1,933	1,330	768	1,285	2,583	4,225	2,778	1,852	1,211	687	526	474	315	150	42	13	12
2019.3/4	노원구	중계1동	한국인	28,074	430	1,545	2,888	3,104	1,919	1,310	757	1,275	2,576	4,217	2,775	1,850	1,211	686	525	474	315	150	42	13	12
2019.3/4	노원구	중계1동	외국인	78	-	1	-	-	14	20	11	10	7	8	3	2	-	1	1	-	-	-	-	-	-
2019.3/4	노원구	중계4동	계	21,480	525	773	1,011	1,535	1,537	1,177	924	1,234	1,568	2,250	1,957	1,741	1,480	1,131	1,033	775	484	241	72	21	11
2019.3/4	노원구	중계4동	한국인	21,402	522	770	1,008	1,534	1,527	1,171	914	1,226	1,561	2,240	1,953	1,735	1,478	1,128	1,032	774	484	241	72	21	11
2019.3/4	노원구	중계4동	외국인	78	3	3	3	1	10	6	10	8	7	10	4	6	2	3	1	1	-	-	-	-	-
